UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Timestamp,Shift,Downtime_min,Quantity_Produced,Ideal_Production_per_Hour
9618,L56797,L,299.0,310.2,1516,35.3,8.003336836225191,0,0,0,0,0,0,2026-05-04 04:00:00,3,0,47,50
9619,L56798,L,299.0,310.1,1447,42.8,9.77516346220154,0,0,0,0,0,0,2026-05-04 05:00:00,3,0,49,50
9620,M24479,M,298.9,310.0,1323,52.9,11.080089066247929,0,0,0,0,0,0,2026-05-04 06:00:00,1,0,47,50
9621,L56800,L,298.9,310.0,1470,45.9,12.356109847292542,0,0,0,0,0,0,2026-05-04 07:00:00,1,0,48,50
9622,M24481,M,299.0,310.0,2049,19.5,14.256462224104512,0,0,0,0,0,0,2026-05-04 08:00:00,1,0,52,50
9623,L56802,L,298.9,310.0,1794,27.2,15.913234768281853,0,0,0,0,0,0,2026-05-04 09:00:00,1,0,47,50
9624,L56803,L,298.9,310.1,1356,47.8,16.705411793831143,0,0,0,0,0,0,2026-05-04 10:00:00,1,0,52,50
9625,H39038,H,299.0,310.1,1555,38.6,17.58466704067075,0,0,0,0,0,0,2026-05-04 11:00:00,1,0,47,50
9626,M24485,M,299.0,310.1,1487,47.5,19.538089778300733,0,0,0,0,0,0,2026-05-04 12:00:00,1,0,51,50
9627,M24486,M,299.0,310.0,1341,58.9,20.98371541008075,0,0,0,0,0,0,2026-05-04 13:00:00,1,0,52,50
9628,M24487,M,298.9,310.0,1487,36.6,22.084396123103367,0,0,0,0,0,0,2026-05-04 14:00:00,2,0,46,50
9629,H39042,H,299.0,310.0,1569,34.3,23.149467895971224,0,0,0,0,0,0,2026-05-04 15:00:00,2,0,48,50
9630,H39043,H,299.0,310.1,2053,19.7,24.473039442247813,0,0,0,0,0,0,2026-05-04 16:00:00,2,0,55,50
9631,L56810,L,299.0,310.1,1583,35.8,26.02912510559586,0,0,0,0,0,0,2026-05-04 17:00:00,2,0,52,50
9632,L56811,L,299.0,310.0,1672,33.2,0.0,1,0,0,0,0,0,2026-05-04 18:00:00,2,60,6,50
9633,M24492,M,299.0,310.0,1337,57.4,1.4984713309507032,0,0,0,0,0,0,2026-05-04 19:00:00,2,0,46,50
9634,H39047,H,299.1,310.1,1421,41.2,2.712021362833942,0,0,0,0,0,0,2026-05-04 20:00:00,2,0,49,50
9635,L56814,L,299.1,310.2,1425,52.7,4.48990840492056,0,0,0,0,0,0,2026-05-04 21:00:00,2,0,46,50
9636,L56815,L,299.2,310.2,1609,33.2,5.259081399241467,0,0,0,0,0,0,2026-05-04 22:00:00,3,0,53,50
9637,L56816,L,299.2,310.3,1507,41.3,6.757154747140518,0,0,0,0,0,0,2026-05-04 23:00:00,3,0,55,50
9638,L56817,L,299.2,310.3,1463,38.9,8.599721178836743,0,0,0,0,0,0,2026-05-05 00:00:00,3,0,53,50
9639,H39052,H,299.3,310.4,1393,44.9,9.45977155539824,0,0,0,0,0,0,2026-05-05 01:00:00,3,0,45,50
9640,L56819,L,299.3,310.4,1725,26.8,10.404239763068805,0,0,0,0,0,0,2026-05-05 03:00:00,3,0,52,50
9641,L56820,L,299.4,310.5,1514,36.1,11.521245218143765,0,0,0,0,0,0,2026-05-05 04:00:00,3,0,45,50
9642,L56821,L,299.3,310.4,1365,53.9,12.60692384118525,0,0,0,0,0,0,2026-05-05 05:00:00,3,0,52,50
9643,L56822,L,299.4,310.5,1372,46.3,13.76460976199737,0,0,0,0,0,0,2026-05-05 06:00:00,1,0,48,50
9644,L56823,L,299.4,310.4,1509,40.6,14.71600554692755,0,0,0,0,0,0,2026-05-05 07:00:00,1,0,55,50
9645,L56824,L,299.3,310.4,1629,32.6,15.629521043441471,0,0,0,0,0,0,2026-05-05 08:00:00,1,0,48,50
9646,L56825,L,299.4,310.5,1749,28.1,17.130379588711726,0,0,0,0,0,0,2026-05-05 09:00:00,1,0,47,50
9647,L56826,L,299.4,310.4,1582,31.7,18.39106520750511,0,0,0,0,0,0,2026-05-05 10:00:00,1,0,49,50
9648,L56827,L,299.2,310.2,1458,47.0,20.163178632068487,0,0,0,0,0,0,2026-05-05 11:00:00,1,0,51,50
9649,L56828,L,299.1,310.1,1416,41.2,21.32414203153292,0,0,0,0,0,0,2026-05-05 12:00:00,1,0,52,50
9650,H39063,H,299.1,310.0,1657,33.1,22.5029156772951,0,0,0,0,0,0,2026-05-05 13:00:00,1,0,49,50
9651,M24510,M,299.1,310.0,1437,41.1,24.173889989952457,0,0,0,0,0,0,2026-05-05 14:00:00,2,0,51,50
9652,M24511,M,299.1,310.0,1580,36.0,25.182504502658325,0,0,0,0,0,0,2026-05-05 15:00:00,2,0,46,50
9653,M24512,M,299.0,310.0,1488,46.3,26.027344738510443,0,0,0,0,0,0,2026-05-05 16:00:00,2,0,49,50
9654,L56833,L,299.0,309.9,1373,55.7,27.08246191409642,0,0,0,0,1,0,2026-05-05 17:00:00,2,0,45,50
9655,L56834,L,299.1,310.0,1367,56.3,28.807375722498033,0,0,0,0,1,0,2026-05-05 18:00:00,2,0,50,50
9656,H39069,H,299.1,310.0,1431,49.5,0.0,1,0,0,0,0,0,2026-05-05 19:00:00,2,60,1,50
9657,L56836,L,299.0,310.1,1623,33.0,1.1130888924143971,0,0,0,0,0,0,2026-05-05 20:00:00,2,0,49,50
9658,L56837,L,299.0,310.0,1484,39.6,2.368736397270559,0,0,0,0,0,0,2026-05-05 21:00:00,2,0,49,50
9659,L56838,L,299.0,309.9,1548,34.5,4.2305295280308055,0,0,0,0,0,0,2026-05-05 22:00:00,3,0,48,50
9660,L56839,L,298.9,309.8,1287,61.9,5.932534000870675,0,0,0,0,1,0,2026-05-05 23:00:00,3,0,48,50
9661,M24520,M,298.9,309.8,1392,43.1,7.018355470957364,0,0,0,0,0,0,2026-05-06 00:00:00,3,0,47,50
9662,H39075,H,299.0,310.0,1458,44.9,7.698905578729881,0,0,0,0,0,0,2026-05-06 01:00:00,3,0,49,50
9663,M24522,M,299.1,310.1,1570,30.9,9.028837881307302,0,0,0,0,0,0,2026-05-06 03:00:00,3,0,51,50
9664,L56843,L,299.1,310.1,1435,48.8,10.175067413545268,0,0,0,0,1,0,2026-05-06 04:00:00,3,0,49,50
9665,L56844,L,299.1,310.2,1317,54.8,11.729047205903026,0,0,0,0,1,0,2026-05-06 05:00:00,3,0,49,50
9666,L56845,L,299.2,310.3,1610,33.3,13.469365436292467,0,0,0,0,0,0,2026-05-06 06:00:00,1,0,51,50
9667,M24526,M,299.1,310.3,1838,24.0,14.44137317035943,0,0,0,0,0,0,2026-05-06 07:00:00,1,0,51,50
9668,L56847,L,299.2,310.3,1352,48.9,15.142545611519887,0,0,0,0,1,0,2026-05-06 08:00:00,1,0,48,50
9669,L56848,L,299.1,310.3,1619,35.2,15.923153034320745,0,0,0,0,0,0,2026-05-06 09:00:00,1,0,46,50
9670,L56849,L,299.1,310.3,1619,31.1,16.63312308113738,0,0,0,0,0,0,2026-05-06 10:00:00,1,0,53,50
9671,L56850,L,299.0,310.2,1690,30.7,18.601975719941642,0,0,0,0,0,0,2026-05-06 11:00:00,1,0,49,50
9672,L56851,L,299.0,310.2,1412,44.1,20.205756929343018,0,0,0,0,0,0,2026-05-06 12:00:00,1,0,47,50
9673,H39086,H,299.0,310.2,1744,31.5,21.864940936752117,0,0,0,0,0,0,2026-05-06 13:00:00,1,0,47,50
9674,M24533,M,299.0,310.1,1593,35.4,23.008874362203546,0,0,0,0,0,0,2026-05-06 14:00:00,2,0,53,50
9675,L56854,L,299.1,310.2,1695,29.6,23.670257029103357,0,0,0,0,0,0,2026-05-06 15:00:00,2,0,47,50
9676,M24535,M,299.0,310.2,1298,57.2,24.268453756399527,0,0,0,0,0,0,2026-05-06 16:00:00,2,0,45,50
9677,L56856,L,299.0,310.1,1886,21.2,25.257896654881094,0,0,0,0,0,0,2026-05-06 17:00:00,2,0,55,50
9678,L56857,L,299.0,310.1,2033,19.3,26.605825454247793,0,0,0,0,0,0,2026-05-06 18:00:00,2,0,55,50
9679,M24538,M,299.1,310.2,1711,28.1,27.815306645757502,0,0,0,0,0,0,2026-05-06 19:00:00,2,0,52,50
9680,L56859,L,299.1,310.2,1598,33.4,28.372959012302758,0,0,0,0,0,0,2026-05-06 20:00:00,2,0,47,50
9681,L56860,L,299.1,310.1,1894,24.2,30.204936960872757,0,0,0,0,0,0,2026-05-06 21:00:00,2,0,55,50
9682,M24541,M,299.1,310.1,1412,44.4,30.77443779757463,0,0,0,0,0,0,2026-05-06 22:00:00,3,0,45,50
9683,L56862,L,299.1,310.0,1394,46.6,0.0,1,0,0,0,0,0,2026-05-06 23:00:00,3,60,7,50
9684,M24543,M,299.0,310.0,1338,56.4,1.6570434685827333,0,0,0,0,0,0,2026-05-07 00:00:00,3,0,46,50
9685,H39098,H,298.9,309.9,1376,51.0,2.752157306229355,0,0,0,0,0,0,2026-05-07 01:00:00,3,0,54,50
9686,L56865,L,299.0,310.0,1360,48.1,3.6132297601542174,0,0,0,0,0,0,2026-05-07 03:00:00,3,0,51,50
9687,L56866,L,299.1,310.1,1486,40.7,4.490076832875911,0,0,0,0,0,0,2026-05-07 04:00:00,3,0,49,50
9688,M24547,M,299.1,310.1,1649,31.6,5.629770913961767,0,0,0,0,0,0,2026-05-07 05:00:00,3,0,52,50
9689,L56868,L,299.1,310.1,1367,45.6,7.590140245264241,0,0,0,0,0,0,2026-05-07 06:00:00,1,0,45,50
9690,L56869,L,299.0,310.1,1362,59.5,8.311895587056272,0,0,0,0,0,0,2026-05-07 07:00:00,1,0,50,50
9691,M24550,M,298.9,310.0,1520,35.6,8.85455740592494,0,0,0,0,0,0,2026-05-07 08:00:00,1,0,47,50
9692,L56871,L,299.0,310.0,1582,31.9,10.475000084872148,0,0,0,0,0,0,2026-05-07 09:00:00,1,0,49,50
9693,M24552,M,299.0,310.0,1667,30.0,11.87426482900499,0,0,0,0,0,0,2026-05-07 10:00:00,1,0,53,50
9694,L56873,L,298.9,310.0,1693,28.8,13.759808648495232,0,0,0,0,0,0,2026-05-07 11:00:00,1,0,49,50
9695,L56874,L,298.9,310.0,1559,33.4,15.69733449299732,0,0,0,0,0,0,2026-05-07 12:00:00,1,0,55,50
9696,L56875,L,298.9,309.9,1592,32.0,16.37188439888157,0,0,0,0,0,0,2026-05-07 13:00:00,1,0,49,50
9697,L56876,L,298.9,309.9,1404,39.8,17.658122746254662,0,0,0,0,0,0,2026-05-07 14:00:00,2,0,51,50
9698,M24557,M,298.8,309.8,1413,45.5,19.558961519921063,0,0,0,0,0,0,2026-05-07 15:00:00,2,0,51,50
9699,L56878,L,298.8,309.8,1663,28.2,20.110898380585954,0,0,0,0,0,0,2026-05-07 16:00:00,2,0,53,50
9700,L56879,L,298.8,309.8,1508,36.3,21.681091732576654,0,0,0,0,0,0,2026-05-07 17:00:00,2,0,45,50
9701,M24560,M,298.9,309.8,1353,53.7,0.0,1,0,0,0,0,0,2026-05-07 18:00:00,2,60,6,50
9702,L56881,L,298.8,309.8,1485,42.4,1.0883293302683306,0,0,0,0,0,0,2026-05-07 19:00:00,2,0,53,50
9703,L56882,L,298.9,310.0,1633,31.2,1.9219937639594846,0,0,0,0,0,0,2026-05-07 20:00:00,2,0,52,50
9704,L56883,L,298.9,310.0,1422,43.6,2.9175079552194068,0,0,0,0,0,0,2026-05-07 21:00:00,2,0,54,50
9705,L56884,L,298.9,310.1,1577,41.4,4.72454182948654,0,0,0,0,0,0,2026-05-07 22:00:00,3,0,48,50
9706,L56885,L,298.9,310.0,1482,41.1,6.57203448337232,0,0,0,0,0,0,2026-05-07 23:00:00,3,0,45,50
9707,M24566,M,299.0,310.1,1705,30.1,7.570475192081147,0,0,0,0,0,0,2026-05-08 00:00:00,3,0,52,50
9708,L56887,L,299.0,310.1,1699,32.9,8.815166509756764,0,0,0,0,0,0,2026-05-08 01:00:00,3,0,46,50
9709,L56888,L,299.0,310.1,1664,29.7,9.570944427824497,0,0,0,0,0,0,2026-05-08 03:00:00,3,0,49,50
9710,M24569,M,299.0,310.0,1486,34.6,10.437783754221432,0,0,0,0,0,0,2026-05-08 04:00:00,3,0,47,50
9711,L56890,L,299.1,310.1,1336,61.3,11.652390832328972,0,0,0,0,0,0,2026-05-08 05:00:00,3,0,52,50
9712,H39125,H,299.1,310.1,1429,42.9,12.83823644092752,0,0,0,0,0,0,2026-05-08 06:00:00,1,0,48,50
9713,M24572,M,299.1,310.2,1456,48.4,13.911455391260674,0,0,0,0,0,0,2026-05-08 07:00:00,1,0,55,50
9714,L56893,L,299.1,310.2,1496,45.0,15.712825437451725,0,0,0,0,0,0,2026-05-08 08:00:00,1,0,51,50
9715,L56894,L,299.1,310.1,1894,20.1,16.950584093980236,0,0,0,0,0,0,2026-05-08 09:00:00,1,0,50,50
9716,L56895,L,299.1,310.1,1373,55.6,18.863206637327043,0,0,0,0,0,0,2026-05-08 10:00:00,1,0,51,50
9717,H39130,H,299.0,310.0,1387,45.2,19.599053012376284,0,0,0,0,0,0,2026-05-08 11:00:00,1,0,52,50
9718,L56897,L,298.9,309.9,1500,44.2,21.3537675833009,0,0,0,0,0,0,2026-05-08 12:00:00,1,0,48,50
9719,L56898,L,298.9,309.9,1517,36.6,22.742126253192335,0,0,0,0,0,0,2026-05-08 13:00:00,1,0,48,50
9720,L56899,L,298.9,309.9,1309,56.2,24.29392095754646,0,0,0,0,0,0,2026-05-08 14:00:00,2,0,55,50
9721,M24580,M,298.9,309.9,1357,54.5,25.219084316727088,0,0,0,0,0,0,2026-05-08 15:00:00,2,0,51,50
9722,L56901,L,298.8,309.8,1490,40.6,26.822801722451356,0,0,0,0,0,0,2026-05-08 16:00:00,2,0,46,50
9723,H39136,H,298.8,309.8,1911,21.6,27.544436385100788,0,0,0,0,0,0,2026-05-08 17:00:00,2,0,50,50
9724,L56903,L,298.8,309.8,1599,33.6,28.085411244188943,0,0,0,0,0,0,2026-05-08 18:00:00,2,0,55,50
9725,M24584,M,298.8,309.7,2098,19.0,0.0,1,0,0,0,0,0,2026-05-08 19:00:00,2,60,0,50
9726,M24585,M,298.7,309.7,1629,27.9,1.3770525568039784,0,0,0,0,0,0,2026-05-08 20:00:00,2,0,47,50
9727,L56906,L,298.8,309.8,1557,37.2,2.6945544275496043,0,0,0,0,0,0,2026-05-08 21:00:00,2,0,51,50
9728,L56907,L,298.8,309.8,1461,39.4,3.2593587240778654,0,0,0,0,0,0,2026-05-08 22:00:00,3,0,54,50
9729,L56908,L,298.8,309.8,1563,33.7,5.1869346750353955,0,0,0,0,0,0,2026-05-08 23:00:00,3,0,45,50
9730,L56909,L,298.7,309.8,1695,29.0,6.2589806378077455,0,0,0,0,0,0,2026-05-09 00:00:00,3,0,45,50
9731,L56910,L,298.8,310.0,1528,36.7,7.74350217940046,0,0,0,0,0,0,2026-05-09 01:00:00,3,0,46,50
9732,L56911,L,298.8,310.0,1389,49.6,9.343873362729367,0,0,0,0,0,0,2026-05-09 03:00:00,3,0,46,50
9733,L56912,L,298.9,310.0,2231,17.4,10.615771448540803,0,0,0,0,0,0,2026-05-09 04:00:00,3,0,49,50
9734,M24593,M,298.9,310.1,1442,42.9,11.92832310828873,0,0,0,0,0,0,2026-05-09 05:00:00,3,0,52,50
9735,H39148,H,298.9,310.1,1458,44.3,12.627970511532846,0,0,0,0,0,0,2026-05-09 06:00:00,1,0,52,50
9736,L56915,L,299.0,310.1,1444,47.7,13.506691652118745,0,0,0,0,0,0,2026-05-09 07:00:00,1,0,49,50
9737,M24596,M,298.9,310.0,1348,58.2,15.023553561721013,0,0,0,0,0,0,2026-05-09 08:00:00,1,0,46,50
9738,L56917,L,298.9,310.0,1791,27.6,16.842763339295324,0,0,0,0,0,0,2026-05-09 09:00:00,1,0,49,50
9739,L56918,L,299.0,310.0,1509,38.0,18.373095807049328,0,0,0,0,0,0,2026-05-09 10:00:00,1,0,55,50
9740,L56919,L,298.9,310.0,1515,42.9,19.268860302758142,0,0,0,0,0,0,2026-05-09 11:00:00,1,0,54,50
9741,M24600,M,298.9,310.1,1655,31.5,20.453007135346052,0,0,0,0,0,0,2026-05-09 12:00:00,1,0,52,50
9742,L56921,L,298.9,310.1,1495,42.9,21.498099190931065,0,0,0,0,0,0,2026-05-09 13:00:00,1,0,51,50
9743,L56922,L,298.9,310.2,1623,37.2,23.334316311629934,0,0,0,0,0,0,2026-05-09 14:00:00,2,0,50,50
9744,L56923,L,298.9,310.2,1562,42.5,0.0,1,0,0,0,0,0,2026-05-09 15:00:00,2,60,3,50
9745,L56924,L,298.8,310.1,1574,36.2,1.8711300105566027,0,0,0,0,0,0,2026-05-09 16:00:00,2,0,54,50
9746,L56925,L,298.8,310.0,1611,32.4,3.224487241313518,0,0,0,0,0,0,2026-05-09 17:00:00,2,0,49,50
9747,L56926,L,298.8,310.0,1403,45.6,4.857492475944369,0,0,0,0,0,0,2026-05-09 18:00:00,2,0,46,50
9748,L56927,L,298.8,310.1,1481,47.4,5.801931957598618,0,0,0,0,0,0,2026-05-09 19:00:00,2,0,48,50
9749,M24608,M,298.9,310.1,1441,41.2,7.654059312167637,0,0,0,0,0,0,2026-05-09 20:00:00,2,0,49,50
9750,H39163,H,298.8,310.1,1483,45.4,8.823260181786583,0,0,0,0,0,0,2026-05-09 21:00:00,2,0,53,50
9751,L56930,L,298.7,310.0,1555,32.6,0.0,1,0,0,0,0,0,2026-05-09 22:00:00,3,60,6,50
9752,L56931,L,298.6,309.9,1615,28.8,1.5738239827592877,0,0,0,0,0,0,2026-05-09 23:00:00,3,0,47,50
9753,L56932,L,298.6,309.8,1561,32.6,2.7805729864349518,0,0,0,0,0,0,2026-05-11 00:00:00,3,0,48,50
9754,L56933,L,298.5,309.8,1593,35.1,3.9697169640237484,0,0,0,0,0,0,2026-05-11 01:00:00,3,0,52,50
9755,M24614,M,298.5,309.7,1552,34.0,4.966829713123494,0,0,0,0,0,0,2026-05-11 03:00:00,3,0,54,50
9756,H39169,H,298.5,309.7,1561,35.3,6.346041862987046,0,0,0,0,0,0,2026-05-11 04:00:00,3,0,48,50
9757,L56936,L,298.6,309.8,1597,35.9,7.896589492100155,0,0,0,0,0,0,2026-05-11 05:00:00,3,0,50,50
9758,M24617,M,298.6,309.9,1517,34.0,8.455365165117032,0,0,0,0,0,0,2026-05-11 06:00:00,1,0,55,50
9759,L56938,L,298.6,309.8,2271,16.2,10.225042715598605,0,1,0,0,0,0,2026-05-11 07:00:00,1,0,52,50
9760,L56939,L,298.5,309.7,1613,36.7,11.795806135673345,0,0,0,0,0,0,2026-05-11 08:00:00,1,0,49,50
9761,M24620,M,298.5,309.6,1509,47.3,13.210527716749727,0,0,0,0,0,0,2026-05-11 09:00:00,1,0,50,50
9762,L56941,L,298.6,309.7,1703,26.1,13.845989339598168,0,0,0,0,0,0,2026-05-11 10:00:00,1,0,49,50
9763,L56942,L,298.6,309.7,1925,22.1,14.951733884265174,0,0,0,0,0,0,2026-05-11 11:00:00,1,0,51,50
9764,M24623,M,298.6,309.6,1635,29.7,16.637859133363264,0,0,0,0,0,0,2026-05-11 12:00:00,1,0,52,50
9765,L56944,L,298.5,309.5,1294,66.7,17.152144166784197,0,0,0,1,0,0,2026-05-11 13:00:00,1,0,46,50
9766,L56945,L,298.6,309.6,1472,39.1,17.74139694750074,0,0,0,0,0,0,2026-05-11 14:00:00,2,0,45,50
9767,H39180,H,298.6,309.6,1449,42.5,19.65432330299279,0,0,0,0,0,0,2026-05-11 15:00:00,2,0,52,50
9768,L56947,L,298.6,309.6,1563,35.0,21.334817481142732,0,0,0,0,0,0,2026-05-11 16:00:00,2,0,45,50
9769,L56948,L,298.6,309.6,1611,35.7,21.910612444299684,0,0,0,0,0,0,2026-05-11 17:00:00,2,0,48,50
9770,L56949,L,298.6,309.6,1386,48.6,23.851439668506824,0,0,0,0,0,0,2026-05-11 18:00:00,2,0,52,50
9771,H39184,H,298.6,309.5,1584,31.8,24.750410255596915,0,0,0,0,0,0,2026-05-11 19:00:00,2,0,45,50
9772,M24631,M,298.7,309.6,1424,50.4,25.663466341779422,0,0,0,0,0,0,2026-05-11 20:00:00,2,0,55,50
9773,L56952,L,298.5,309.5,1561,34.8,26.31734589642578,0,0,0,0,0,0,2026-05-11 21:00:00,2,0,53,50
9774,L56953,L,298.5,309.4,1560,37.9,28.15031066776691,0,0,0,0,0,0,2026-05-11 22:00:00,3,0,53,50
9775,H39188,H,298.6,309.5,1375,41.0,29.28818587868691,0,0,0,0,0,0,2026-05-11 23:00:00,3,0,52,50
9776,M24635,M,298.6,309.5,1684,27.8,31.11850630636847,0,0,0,0,0,0,2026-05-12 00:00:00,3,0,51,50
9777,M24636,M,298.6,309.6,1397,54.1,32.487396217320395,0,0,0,0,0,0,2026-05-12 01:00:00,3,0,48,50
9778,L56957,L,298.6,309.6,1387,57.6,33.97316097523061,0,0,0,0,0,0,2026-05-12 03:00:00,3,0,55,50
9779,H39192,H,298.7,309.7,1311,54.5,0.0,1,0,0,0,0,0,2026-05-12 04:00:00,3,60,0,50
9780,L56959,L,298.8,309.8,1509,36.2,1.2455014373520295,0,0,0,0,0,0,2026-05-12 05:00:00,3,0,50,50
9781,M24640,M,298.8,309.8,1477,46.7,2.3250483746050046,0,0,0,0,0,0,2026-05-12 06:00:00,1,0,47,50
9782,L56961,L,298.8,309.9,1441,41.6,3.9711785490920004,0,0,0,0,0,0,2026-05-12 07:00:00,1,0,48,50
9783,L56962,L,298.7,309.9,1404,47.1,5.8014421117439525,0,0,0,0,0,0,2026-05-12 08:00:00,1,0,54,50
9784,H39197,H,298.8,309.9,1466,44.6,7.474526815047187,0,0,0,0,0,0,2026-05-12 09:00:00,1,0,48,50
9785,M24644,M,298.7,309.8,1435,48.8,8.056420194676367,0,0,0,0,0,0,2026-05-12 10:00:00,1,0,53,50
9786,H39199,H,298.7,309.7,1697,29.8,9.545781107484094,0,0,0,0,0,0,2026-05-12 11:00:00,1,0,54,50
9787,M24646,M,298.7,309.6,1738,27.3,10.645040480200473,0,0,0,0,0,0,2026-05-12 12:00:00,1,0,45,50
9788,H39201,H,298.6,309.5,1420,50.4,12.351958031738484,0,0,0,0,0,0,2026-05-12 13:00:00,1,0,51,50
9789,M24648,M,298.5,309.5,1535,39.8,13.107158728956497,0,0,0,0,0,0,2026-05-12 14:00:00,2,0,50,50
9790,L56969,L,298.6,309.6,1715,28.4,13.863388933694173,0,0,0,0,0,0,2026-05-12 15:00:00,2,0,46,50
9791,L56970,L,298.6,309.5,1483,43.2,15.450676002348228,0,0,0,0,0,0,2026-05-12 16:00:00,2,0,51,50
9792,M24651,M,298.5,309.4,1521,37.5,16.32995440732215,0,0,0,0,0,0,2026-05-12 17:00:00,2,0,53,50
9793,H39206,H,298.5,309.4,1573,36.0,0.0,1,0,0,0,0,0,2026-05-12 18:00:00,2,60,4,50
9794,H39207,H,298.5,309.4,1414,46.7,1.5912530084375254,0,0,0,0,0,0,2026-05-12 19:00:00,2,0,47,50
9795,L56974,L,298.5,309.3,1590,33.9,2.902666135805608,0,0,0,0,0,0,2026-05-12 20:00:00,2,0,47,50
9796,L56975,L,298.5,309.3,1623,33.1,4.179241135259391,0,0,0,0,0,0,2026-05-12 21:00:00,2,0,51,50
9797,H39210,H,298.4,309.3,1694,30.9,5.605063789127231,0,0,0,0,0,0,2026-05-12 22:00:00,3,0,54,50
9798,M24657,M,298.4,309.2,1597,33.5,6.841763123857957,0,0,0,0,0,0,2026-05-12 23:00:00,3,0,50,50
9799,L56978,L,298.5,309.3,1471,44.7,7.7015280416222645,0,0,0,0,0,0,2026-05-13 00:00:00,3,0,50,50
9800,M24659,M,298.5,309.3,1551,34.7,8.453226942367003,0,0,0,0,0,0,2026-05-13 01:00:00,3,0,52,50
9801,H39214,H,298.5,309.3,1421,50.3,9.868550902234805,0,0,0,0,0,0,2026-05-13 03:00:00,3,0,45,50
9802,M24661,M,298.4,309.3,1496,45.6,11.434489080805864,0,0,0,0,0,0,2026-05-13 04:00:00,3,0,52,50
9803,H39216,H,298.4,309.3,1984,19.2,0.0,1,0,0,0,0,0,2026-05-13 05:00:00,3,60,6,50
9804,L56983,L,298.4,309.2,1692,29.8,1.3142260431172634,0,0,0,0,0,0,2026-05-13 06:00:00,1,0,52,50
9805,L56984,L,298.4,309.1,1467,42.5,2.0002010468855596,0,0,0,0,0,0,2026-05-13 07:00:00,1,0,48,50
9806,L56985,L,298.4,309.2,1651,28.5,3.88776745369009,0,0,0,0,0,0,2026-05-13 08:00:00,1,0,46,50
9807,L56986,L,298.3,309.1,1417,60.5,0.0,1,0,0,0,0,0,2026-05-13 09:00:00,1,60,2,50
9808,L56987,L,298.2,309.0,1413,55.0,1.1636483454283728,0,0,0,0,0,0,2026-05-13 10:00:00,1,0,53,50
9809,M24668,M,298.2,309.0,1441,44.2,2.833080049331457,0,0,0,0,0,0,2026-05-13 11:00:00,1,0,49,50
9810,M24669,M,298.2,309.0,1353,50.3,4.425379979630809,0,0,0,0,0,0,2026-05-13 12:00:00,1,0,52,50
9811,L56990,L,298.1,309.0,1502,40.9,5.737943516941687,0,0,0,0,0,0,2026-05-13 13:00:00,1,0,48,50
9812,L56991,L,298.2,309.0,1610,31.7,7.510298533322891,0,0,0,0,0,0,2026-05-13 14:00:00,2,0,52,50
9813,M24672,M,298.2,309.1,1411,45.8,8.957351326973846,0,0,0,0,0,0,2026-05-13 15:00:00,2,0,51,50
9814,L56993,L,298.3,309.1,1387,52.3,10.020315292927384,0,0,0,0,0,0,2026-05-13 16:00:00,2,0,46,50
9815,H39228,H,298.3,309.1,1430,40.9,10.912143727887987,0,0,0,0,0,0,2026-05-13 17:00:00,2,0,49,50
9816,M24675,M,298.4,309.1,1576,38.8,11.927756102220041,0,0,0,0,0,0,2026-05-13 18:00:00,2,0,46,50
9817,M24676,M,298.5,309.2,1721,29.4,0.0,1,0,0,0,0,0,2026-05-13 19:00:00,2,60,1,50
9818,M24677,M,298.5,309.3,1465,42.4,1.4851805164466438,0,0,0,0,0,0,2026-05-13 20:00:00,2,0,52,50
9819,M24678,M,298.6,309.4,1407,45.1,2.4020779169644797,0,0,0,0,0,0,2026-05-13 21:00:00,2,0,48,50
9820,M24679,M,298.6,309.4,1464,36.9,3.1399257611310065,0,0,0,0,0,0,2026-05-13 22:00:00,3,0,50,50
9821,M24680,M,298.6,309.5,1568,36.7,3.750701271397803,0,0,0,0,0,0,2026-05-13 23:00:00,3,0,45,50
9822,L57001,L,298.6,309.4,1667,35.6,5.524773593632229,0,0,0,0,0,0,2026-05-14 00:00:00,3,0,51,50
9823,L57002,L,298.5,309.4,1360,60.9,7.103298482239991,0,0,0,0,1,0,2026-05-14 01:00:00,3,0,49,50
9824,M24683,M,298.5,309.3,1488,43.7,7.785806321745803,0,0,0,0,0,0,2026-05-14 03:00:00,3,0,48,50
9825,L57004,L,298.4,309.3,1504,39.3,8.49377838439405,0,0,0,0,0,0,2026-05-14 04:00:00,3,0,54,50
9826,L57005,L,298.4,309.2,1610,32.4,10.048288108647018,0,0,0,0,0,0,2026-05-14 05:00:00,3,0,52,50
9827,L57006,L,298.4,309.2,1345,52.7,11.387092021092196,0,0,0,0,0,0,2026-05-14 06:00:00,1,0,53,50
9828,M24687,M,298.3,309.3,1376,57.0,12.265499089163935,0,0,0,0,0,0,2026-05-14 07:00:00,1,0,49,50
9829,L57008,L,298.4,309.4,1385,50.0,13.046149715960944,0,0,0,0,0,0,2026-05-14 08:00:00,1,0,53,50
9830,M24689,M,298.4,309.4,1429,41.8,14.71811865860385,0,0,0,0,0,0,2026-05-14 09:00:00,1,0,46,50
